headline,Body ID,Stance
the man who says comcast got him fired has filed a lawsuit,269,unrelated
an audio recording of the michael brown shooting has reportedly surfaced,1950,unrelated
mort pendant 48 minutes un affirme que dieu est une femme,1212,unrelated
weather reporter caught writing his name in the snow was not ready to go on camera updated,633,unrelated
michelle obama face blurred by saudi state television,913,discuss
fears islamic state could launch ebola attack on britain after fighters virus,1974,discuss
isis kills 300 iraqi soldiers with chlorine gas shia mp,1296,unrelated
james wright foley kidnapped journalist apparently executed by isis,2047,discuss
alleged audio of michael brown shooting released,2252,unrelated
isis murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him,2219,discuss
led zeppelin robert plant ripped up a 924 million reunion contract,1708,unrelated
cook said to confirm apple watch is showerproof lasts a day,1808,discuss
apple watch power reserve feature will save battery life report says,719,unrelated
rumors of king abdullah flying in airstrikes not true fox excited anyway,2433,discuss
squished perth experts debunk spider burrowing claims,724,unrelated
a vice guide to spending on dinner,832,unrelated
nigeria announces truce with boko haram fate of schoolgirls unclear,2272,discuss
meteor leaves crater near managua airport,2307,unrelated
audio of gunfire in michael brown case authenticated by app company,2020,unrelated
world oldest burger,1500,unrelated
mum offers to sell twin boy to save twin girl,777,unrelated
breaking gill rosenberg former idf soldier was captured by isis,2471,discuss
north korea denies reports kim is to open restaurant in scotland,2404,unrelated
the apple watch battery life will reportedly be just like any other smartwatch,833,unrelated
batmobile was stolen cops,1673,unrelated
apple watch launch expected in late march,808,unrelated
breaking news isis beheads missing american journalist james wright foley as warning to us to cease action in iraq,1627,unrelated
christian bale exits steve jobs movie exclusive,1296,unrelated
john isis fighter named as mohammed emwazi from west london,1308,unrelated
meteorite strike in nicaragua puzzles experts,2154,discuss
pentagon death of al shabaab leader in strike would be major blow,1921,unrelated
google seals massive sunnyvale redwood city deals,2442,agree
tourist wakes to find strange red trail on his stomach and discovers a spider has burrowed through his appendix scar and crawled under his skin while on holiday in bali,2175,unrelated
nigeria and boko haram ceasefire and girls release,125,unrelated
a message from jim mom diane foley,1166,unrelated
pentagon 1 weapons bundle seized by militants,1485,agree
small meteorite strikes nicaragua government says,831,unrelated
the news of cesar millan death is false,2184,unrelated
fence jumper reportedly made it much further into white house than secret service said,687,unrelated
isis claims an american hostage kayla mueller died in airstrike in syria,1769,unrelated
macaulay culkin dead hoax goes viral claims actor found dead in apartment,722,unrelated
islamic state claims to have beheaded american journalist,139,unrelated
report former baseball star jose canseco accidentally shot at home,2520,unrelated
isil video claims beheading of kidnapped journalist james foley,1547,unrelated
new ios 8 bug can delete all of your icloud documents,761,unrelated
jihadi john mohammed emwazi named as masked man behind isis beheadings,1933,unrelated
is this the world oldest burger man claims to have kept mcdonald quarter pounder for 20 years,2474,discuss
white house made it far deeper into building than previously known,1921,discuss
vogue new digs are reportedly swarming with rats,313,unrelated
nationwide turkey recall birds usda debunks the hoax,387,agree
apple watch to be have apps at launch reports,40,unrelated
this college student claims she was the sun baby,2256,unrelated
comfort eating chinese woman 26 spends an entire week in kfc after being dumped by boyfriend,1938,unrelated
michael was shot nearly a dozen times before kevin vickers fatally wounded him,2104,unrelated
rumor gold apple watch edition priced up to steel version at 500 will debut on 14,1983,discuss
rapper is main suspect in search for isis jihadist who beheaded james foley,975,unrelated
john isis fighter named as mohammed emwazi from west london,1437,unrelated
gold apple watch edition could cost as much as,855,unrelated
are rumors of the apple watch in feb true,1423,unrelated
accused boston marathon bomber severely injured in prison may never walk or talk again,190,unrelated
seth rogen to play steve wozniak alongside christian bale steve jobs,646,unrelated
christian bale to play steve jobs in new movie,1839,unrelated
london artist abdel bary key suspect in hunt for killer of american journalist james foley,626,unrelated
nigeria and boko haram ceasefire and girls release,1603,unrelated
was alleged audio of michael brown shooting on cnn a hoax,662,unrelated
islamic state militants have been flying 3 captured warplanes over syrian airport witnesses say,2342,unrelated
isis executioner john named by media,961,unrelated
attacker has penis cut off with a cleaver in india,181,unrelated
kidnapped nigerian schoolgirls government claims ceasefire deal with boko haram that will bring missing girls home,1906,unrelated
meteorite mysterious boom in nicaragua,2129,unrelated
sadly pumpkin spice condoms are a thing after all,1708,discuss
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,2196,unrelated
priest dies wakes up claims god is a woman huh,1263,unrelated
mcdonald will stop serving overweight customers beginning,1427,unrelated
video purports to show beheading of journalist by militants,2130,unrelated
isil video claims beheading of kidnapped journalist james foley,2386,discuss
isis executioner john is named as mohammed emwazi,1252,unrelated
man who slaps people if they sneeze in public being hunted by police,1530,unrelated
thanks uncle sam we have your weapons airdrop isis taunts america over intercepted weapons meant for kurds,2009,unrelated
islamic tribunal using sharia law in texas has been confirmed tribunal members say they will avoid sharia criminal law,1317,discuss
pentagon confirms leader killed in airstrike in somalia,2374,agree
this is why rumors that isis is crossing the border into the are going away,391,discuss
ebola frisco 2014 patient shows virus symptoms after apparent thomas eric duncan contact,2314,unrelated
sorry fido pope francis did not say our pets are going to heaven,244,unrelated
sons of anarchy movie no kurt sutter announces charlie hunnam brad pitt film article is fake,2042,unrelated
christian bale passes on role of steve jobs actor reportedly felt he was right for part,1095,unrelated
ypg confirms gill rosenberg not captured in kobani,35,unrelated
iraqi and kurdish media reports cases of ebola among islamic state fighters in mosul,2058,unrelated
